global_plotid,projectid,nftid,latitude,longitude,offsets,emitted,ingress,soi_text,uuid
1,Avatime_phase1,2607,6.49549,0.19296,6.547645569,2.317806959,8.865452766,None,79cd5ea9-4e6e-418b-bd4d-50760b2080ec
2,Avatime_phase1,11401,6.50178,0.19296,7.082510948,2.554943323,9.637454033,None,06eb649e-1cb4-46bb-be67-2d35321d830c
3,Avatime_phase1,16544,6.50268,0.19296,8.700950623,2.613633633,11.31458473,None,d7332166-0cc9-4f1f-898a-b3f6da25b5f5
4,Avatime_phase1,12905,6.50358,0.19296,9.548929214,2.466339588,12.01526928,None,2006c2ce-16e8-44e0-9662-e2c838002652
5,Avatime_phase1,19619,6.50447,0.19296,8.05348587,3.035061121,11.08854675,None,3d5e458d-f584-4367-9f44-1e6f498c5afb
6,Avatime_phase1,19672,6.50537,0.19296,8.746513367,4.330835342,13.07734871,None,4dc05f10-de15-45fd-bdea-9a14a250ea88
7,Avatime_phase1,1876,6.50627,0.19296,9.068585396,4.134065628,13.20265102,None,a4ac4351-dc09-44a9-b80a-c3ed2ac864bb
8,Avatime_phase1,11872,6.50717,0.19296,7.570363045,3.067701101,10.63806438,None,4ed8ff54-3e87-4c18-9d3b-ab46a7fa98c9
9,Avatime_phase1,3196,6.50807,0.19296,6.1183815,2.313759804,8.432141304,None,9054cba0-466f-41f2-a5c8-2753d383f829
10,Avatime_phase1,6424,6.50897,0.19296,6.082348824,2.2992239,8.381572723,None,77323211-c915-48ca-a904-c0110f35f38c
11,Avatime_phase1,3973,6.50986,0.19296,6.081161499,2.298953056,8.380114555,None,ab06465c-fc97-4c69-b054-3c4806eff50b
12,Avatime_phase1,7778,6.51436,0.19296,6.10012579,3.859906673,9.960032463,None,c56fc476-96d7-4e9b-bea0-9ad15478d207
13,Avatime_phase1,7464,6.51525,0.19296,6.238640785,5.179569244,11.41821003,None,5cd8d1ee-272f-43ae-aa14-490bb734aebe
14,Avatime_phase1,12024,6.51615,0.19296,6.557762623,3.565177441,10.12294006,None,e6620d7e-e6a2-42fd-b6de-4a257a7af450
15,Avatime_phase1,3094,6.48112,0.19387,6.8782444,2.423306465,9.301550865,None,f577e6cb-6cea-4376-8086-ee431458b0f9
16,Avatime_phase1,17328,6.48202,0.19387,6.617274284,2.401298761,9.018572807,None,76a8d322-ee27-49e7-904f-aeac8520913e
17,Avatime_phase1,6740,6.48291,0.19387,6.168247223,2.362883806,8.531130791,None,bcecc2fd-1ba6-435f-87cd-35824c996296
18,Avatime_phase1,8765,6.48381,0.19387,6.353446007,2.509077311,8.862523079,None,fbb9eead-d287-4765-b105-4b7a5a0c9c22
19,Avatime_phase1,8916,6.48471,0.19387,6.183420181,2.434516191,8.617936134,None,eea6d1cc-7291-4ff6-b061-33c61ddd3fda
20,Avatime_phase1,9296,6.48561,0.19387,6.846180916,3.359571695,10.20575237,None,a61ab96a-7734-40b7-afa9-9d8e9443abc0
21,Avatime_phase1,8579,6.48651,0.19387,6.460015774,3.561234951,10.02125072,None,6f7112ea-a402-4487-b8ae-7846a7c7ad5a
22,Avatime_phase1,15339,6.49549,0.19387,6.096832275,2.328375578,8.425208092,None,4d24f339-1497-42a0-9b3d-fac6f783de74
23,Avatime_phase1,7257,6.49639,0.19387,6.131902695,2.284255028,8.416157722,None,88d1bc01-1494-4bae-a652-e7f162b506b5
24,Avatime_phase1,12814,6.50268,0.19387,6.746143341,2.22238946,8.968532562,None,801407af-6d50-4abf-9077-8041f56fe200
25,Avatime_phase1,10149,6.50358,0.19387,6.637413025,2.33652854,8.973941803,None,3aa5efb9-d3b2-48ef-a382-cf29fb97a6cd
26,Avatime_phase1,5638,6.50447,0.19387,6.688114643,2.550353527,9.23846817,None,9295f1ad-6943-443b-a43c-ead2d88d981a
27,Avatime_phase1,9754,6.50537,0.19387,9.261236191,3.332848549,12.59408474,None,e5ae978d-c562-4012-b595-a527de80b0d0
28,Avatime_phase1,11335,6.50627,0.19387,8.123474121,2.797553778,10.92102814,None,3e24c87f-8b0a-4596-bd5e-14f0cc6e288e
29,Avatime_phase1,12877,6.50717,0.19387,7.172942638,2.628999233,9.801941872,None,444365ea-a932-4138-8440-bab183921522
30,Avatime_phase1,14018,6.50807,0.19387,6.20570755,2.327407598,8.533115387,None,065279c1-1a2c-4cd5-87a7-150da5820c72
31,Avatime_phase1,18224,6.50897,0.19387,6.749051094,2.4300282,9.179079056,None,0021c848-f0a0-4bd1-a829-f5d8eb9c3b41
32,Avatime_phase1,7326,6.50986,0.19387,6.690800667,2.417437792,9.10823822,None,1ed5627e-e1b2-4c05-acd5-122b4fc4c92b
33,Avatime_phase1,8621,6.51076,0.19387,6.09452343,2.301514864,8.396038055,None,e1cc2fdf-704e-4657-a8a0-f19d43f80b33
34,Avatime_phase1,10798,6.51346,0.19387,6.079638958,2.322947979,8.402586937,None,943c1b57-c853-4b59-869a-1a352f071ba1
35,Avatime_phase1,16763,6.51436,0.19387,6.164524078,3.206103563,9.370627403,None,0e68c8da-fcb4-406a-9151-1aa3e1ae6cfb
36,Avatime_phase1,10956,6.51525,0.19387,6.403141975,5.023361206,11.42650318,None,f5314090-ab6f-469e-9506-a81b9380d9a3
37,Avatime_phase1,16014,6.51615,0.19387,6.750192642,3.913584948,10.66377735,None,e574b474-d8bf-4683-8fc9-3f631840852c
38,Avatime_phase1,8800,6.51705,0.19387,6.612542152,3.615849495,10.22839165,None,bba101e1-427f-4cbc-a5c1-2561c7c0bfba
39,Avatime_phase1,5785,6.51795,0.19387,6.94977951,3.870857239,10.82063675,None,c6ff8be5-f2d2-45f0-8a61-9f34590b4f25
40,Avatime_phase1,9188,6.48112,0.19477,6.658959389,2.586559296,9.245518684,None,79815ecb-cd20-439b-b540-4aafcdd92a9f
41,Avatime_phase1,4160,6.48291,0.19477,6.280220032,3.91624856,10.19646835,None,70f34b54-8d14-4986-a36a-7a79ba85d090
42,Avatime_phase1,5772,6.48381,0.19477,9.332929611,3.414166689,12.74709606,None,10869143-f6eb-417d-9224-6887e9cc636b
43,Avatime_phase1,10447,6.48471,0.19477,7.208665371,3.28690958,10.49557495,None,ccf3c737-913c-4b58-84df-46419a9fdf02
44,Avatime_phase1,7476,6.48561,0.19477,7.838484764,4.390942574,12.22942734,None,093d4135-2acc-4d36-8598-385f45793acb
45,Avatime_phase1,15934,6.48651,0.19477,6.663004875,2.932363272,9.595368385,None,1c26b5db-8910-4104-8965-8cc9e3837a49
46,Avatime_phase1,4959,6.49369,0.19477,6.252266407,4.317208767,10.56947517,None,e018d6a2-abe1-4294-b12c-7f7d34de0851
47,Avatime_phase1,16040,6.49459,0.19477,6.17154789,2.469216347,8.640764236,None,5077b1c4-0ec5-4364-bfbb-a240d50dbc97
48,Avatime_phase1,2506,6.49639,0.19477,6.534762383,2.396003008,8.930765152,None,22fa6e94-3296-4273-bb7d-b4709184ea58
49,Avatime_phase1,17788,6.50537,0.19477,6.322535992,2.760337353,9.082873344,None,69df0ba6-5f72-44cb-afa9-c0bdc6df50b8
50,Avatime_phase1,17356,6.50627,0.19477,6.183075905,2.346232176,8.529308319,None,dbe000e8-cd5e-464f-8ade-ba5b3cd41ebb
51,Avatime_phase1,4423,6.50717,0.19477,6.12976265,2.315110922,8.44487381,None,3df00b05-7468-405f-9a8f-d21706f75bfd
52,Avatime_phase1,19294,6.50807,0.19477,6.434766769,2.315401793,8.7501688,None,90ff218b-df3e-43e8-83db-17fa58d13154
53,Avatime_phase1,6462,6.50897,0.19477,9.810757637,2.540106058,12.35086346,None,01d77dea-8054-45d0-a6d2-f718b665b57a
54,Avatime_phase1,3063,6.50986,0.19477,9.340454102,2.576831579,11.91728592,None,64cadc2e-e8e7-4182-9b17-d6c4c77d1756
55,Avatime_phase1,7804,6.51076,0.19477,6.152451515,2.308199644,8.460651398,None,cca9f932-a9c0-44c4-be01-ee9253309f51
56,Avatime_phase1,5512,6.51166,0.19477,6.079251766,2.298455715,8.377707481,None,eadb0012-6f60-473c-92d3-eb390fd435ca
57,Avatime_phase1,9984,6.51256,0.19477,6.079051971,2.298410416,8.377462387,None,e54e1731-bc87-423f-b91d-2cf0628c4b22
58,Avatime_phase1,1779,6.51346,0.19477,6.079060555,2.2984972,8.377557755,None,b15aea8e-4e74-48aa-bd4c-2be73cbea338
59,Avatime_phase1,13630,6.51436,0.19477,6.080066204,2.310043812,8.390110016,None,7de6cf1d-9013-4add-9017-9228017f8ecb
60,Avatime_phase1,19036,6.51525,0.19477,6.08415556,2.343177319,8.427332878,None,1db71732-5cbb-43e2-833e-e436332f8515
61,Avatime_phase1,17269,6.51615,0.19477,6.090227127,2.32937932,8.419606209,None,668dcd1c-740c-433b-aaa7-516d7c83714a
62,Avatime_phase1,17163,6.51705,0.19477,6.117759705,2.350512743,8.468272209,None,7d280822-79e6-4f29-833a-3089c8a7134f
63,Avatime_phase1,4966,6.51795,0.19477,6.226794243,2.479164362,8.705958366,None,b27bac33-9f54-42e2-8f06-7f967e61fd02
64,Avatime_phase1,6302,6.51885,0.19477,6.095693111,2.323546886,8.419239998,None,c724f209-a7a8-4f1e-867f-a0ee6e1bf503
65,Avatime_phase1,12748,6.47752,0.19568,6.515368938,2.815439701,9.33080864,None,f80b7919-8000-43d2-a5f7-1338ec84590c
66,Avatime_phase1,3623,6.47842,0.19568,6.186632156,2.542549849,8.729182243,None,fafb284c-5f60-476a-bd17-4f9b565d10b0
67,Avatime_phase1,15888,6.48112,0.19568,6.340631485,2.504249811,8.844881058,None,7bbf4463-41cd-4420-8dde-e0028401f1b4
68,Avatime_phase1,7976,6.48381,0.19568,9.897233963,3.51565671,13.41289043,None,c19ec92b-c482-42a2-a322-c1f3fc316a3a
69,Avatime_phase1,19392,6.48471,0.19568,8.276136398,3.623594046,11.89973068,None,fce10086-9378-47af-8506-168ccffa787d
70,Avatime_phase1,11815,6.48561,0.19568,8.906244278,4.626887321,13.5331316,None,ea82d732-b10b-4449-985a-81d7857fb0d3
71,Avatime_phase1,11499,6.48651,0.19568,6.784469128,2.886941433,9.671410561,None,4ebddfdd-e4c0-47b1-829a-1a1d3d47758b
72,Avatime_phase1,18750,6.4919,0.19568,6.394859314,4.971540451,11.36639977,None,e8dee4ce-d313-435c-90be-9fb6068f61b3
73,Avatime_phase1,4392,6.4928,0.19568,6.918581963,3.774008751,10.69259071,None,617f0836-ce53-4da6-a17d-cf7af0164473
74,Avatime_phase1,8166,6.49369,0.19568,6.846162319,2.535646915,9.381809235,None,18a69943-9351-4f66-9aee-1177f055a165
75,Avatime_phase1,9743,6.49459,0.19568,7.73418045,2.3385849,10.07276535,None,096e0dc0-67a6-4faa-b538-f19261703cc0
76,Avatime_phase1,3270,6.49549,0.19568,6.906453133,2.434448242,9.340901375,None,c512a453-9493-446d-a983-0fc22aaea641
77,Avatime_phase1,17949,6.50717,0.19568,6.095450401,2.317616463,8.413066864,None,753f9233-f847-45be-8bce-095da28a1300
78,Avatime_phase1,8891,6.50807,0.19568,6.281602859,2.310441971,8.59204483,None,5afa5db0-cfec-46d8-931a-74262353fc86
79,Avatime_phase1,19851,6.50897,0.19568,7.774557114,2.321784973,10.09634209,None,8b4d28a7-4271-4232-a903-13391028097d
80,Avatime_phase1,3864,6.50986,0.19568,7.162573814,2.323444128,9.486018181,None,d0df76b0-713f-4651-ae63-9655f314b2b1
81,Avatime_phase1,934,6.51076,0.19568,6.096104145,2.299381733,8.395485878,None,d9873c3b-6c15-43ee-9d30-c9207f0be245
82,Avatime_phase1,11500,6.51166,0.19568,6.079071999,2.298414946,8.377487183,None,74242ab8-7ed4-403b-881f-48176167ebb4
83,Avatime_phase1,3534,6.51525,0.19568,6.079051971,2.298410416,8.377462387,None,22f1dc82-a34b-4469-9cbb-1bb18e4f6eed
84,Avatime_phase1,12825,6.51615,0.19568,6.079052925,2.298411608,8.377464294,None,ca9fee3f-aa85-48f2-a39d-5857de1eff65
85,Avatime_phase1,13202,6.51705,0.19568,6.079488754,2.298878431,8.378367424,None,03b08f69-c73b-4788-a15f-dd2112631be9
86,Avatime_phase1,17181,6.51795,0.19568,6.081085205,2.300719976,8.38180542,None,10c3306a-e51e-44ea-a20d-aa33c7c2a701
87,Avatime_phase1,14490,6.51885,0.19568,6.079339981,2.298802137,8.378142357,None,3c377f97-26ed-4f4c-bc78-1e7e771c655b
88,Avatime_phase1,14139,6.52244,0.19568,6.626296997,2.297542572,8.923839569,None,51527657-aac6-411a-bc41-71563c22a823
89,Avatime_phase1,18735,6.47752,0.19658,6.405063629,3.46176362,9.866827011,None,91a334dc-03b8-4563-a1d4-c0692768d09c
90,Avatime_phase1,6372,6.47842,0.19658,6.366026878,2.937528372,9.303555489,None,ea357e10-c0bc-42d0-95ff-3841f43f67d5
91,Avatime_phase1,19057,6.48381,0.19658,7.030905247,2.977320194,10.00822544,None,460d5c78-cc24-4081-8b8b-7074de4280b7
92,Avatime_phase1,12875,6.48471,0.19658,7.908895016,4.12806654,12.03696156,None,b356838c-7b59-4979-976a-5a5b1fd6f485
93,Avatime_phase1,3524,6.48561,0.19658,7.624677181,5.758294582,13.38297176,None,67eb8dc6-bd9a-4277-9834-8a4fe144aaf9
94,Avatime_phase1,14429,6.48651,0.19658,6.127152443,2.900032282,9.027184486,None,37e181b6-517b-4ba0-b3af-fcac6d2af672
95,Avatime_phase1,13097,6.491,0.19658,6.090911865,2.740807533,8.831719398,None,4d295461-fc84-43d1-b0e4-d1edc79991f5
96,Avatime_phase1,5087,6.4919,0.19658,7.581611633,2.651629686,10.23324108,None,e350f9d2-2dc5-4f3c-801a-f511c4597866
97,Avatime_phase1,11088,6.4928,0.19658,7.753976822,2.442897081,10.19687366,None,429b6bb8-3b6c-4be4-876e-c5434e2747c2
98,Avatime_phase1,9935,6.49369,0.19658,8.491657257,2.008572102,10.50022888,None,0d264d76-6c94-4826-8e14-12ce9036baab
99,Avatime_phase1,614,6.49459,0.19658,13.5112648,1.806536078,15.31780052,None,cc951e1b-ae46-4b4e-8450-a22465d22acb
100,Avatime_phase1,16929,6.49549,0.19658,10.47980595,2.219002724,12.69880867,None,f432c54b-fed6-4bb9-87ae-526f64f57c1a
101,Avatime_phase1,9965,6.50627,0.19658,6.199523449,2.437201023,8.636724472,None,f939002d-a203-4596-b0b1-dd4c9f448238
102,Avatime_phase1,3670,6.50717,0.19658,6.506607056,3.08258462,9.589191437,None,e8246092-4677-4fbd-8e47-601e3d2471ab
103,Avatime_phase1,10834,6.50807,0.19658,6.777270794,2.938913822,9.716184616,None,b44fa9fa-093a-420e-9207-cf265a7e8ae9
104,Avatime_phase1,12926,6.50897,0.19658,6.713747501,2.509168148,9.222915649,None,59e488af-ca91-4b10-aad2-f493fde384b9
105,Avatime_phase1,18591,6.50986,0.19658,6.098677158,2.301972866,8.400650024,None,b2aafed0-078b-4495-ba41-fbb6cce05392
106,Avatime_phase1,15713,6.51076,0.19658,6.079133511,2.298410892,8.377544403,None,293160de-5a2d-42b6-87f0-4541186ea805
107,Avatime_phase1,16992,6.51166,0.19658,6.079452038,2.2984519,8.377903938,None,eaf7f2d8-dae7-4d90-8f03-4d124839798e
108,Avatime_phase1,14963,6.51525,0.19658,6.079051971,2.298410416,8.377462387,None,27743f2b-79c0-4fa0-a48f-fb39e96f611e
109,Avatime_phase1,9380,6.51615,0.19658,6.079051971,2.298410416,8.377462387,None,e8d56d0f-6f9f-4fa2-9124-370a0f5c75e0
110,Avatime_phase1,5823,6.51705,0.19658,6.079051971,2.298410416,8.377462387,None,0a7ac6e3-e8c5-4077-9731-166b58e77f8f
111,Avatime_phase1,2540,6.51795,0.19658,6.079051971,2.298410416,8.377462387,None,fe0aeb04-abd8-4d8c-9f18-d67557b4e3a7
112,Avatime_phase1,7658,6.51885,0.19658,6.079051971,2.298410416,8.377462387,None,a4fcfeba-8f5f-4abe-b7fe-8ec877bfa799
113,Avatime_phase1,3479,6.52244,0.19658,6.243384361,2.298310995,8.541695595,None,591e46d1-bccb-4b39-ae9e-22468a91a254
114,Avatime_phase1,13041,6.52334,0.19658,8.278247833,2.301011086,10.57925892,None,d1cf3aa0-37d7-45ea-8c03-8e451ceb600b
115,Avatime_phase1,14785,6.52424,0.19658,7.32988739,2.444671869,9.774559021,None,34462272-ed74-4995-a636-339a0f02e6dd
116,Avatime_phase1,7803,6.48471,0.19749,6.542721272,3.168404102,9.711125374,None,9c1f6e26-2c07-4ce2-a7ca-ba07fef165e0
117,Avatime_phase1,16405,6.48561,0.19749,6.590301991,4.612344265,11.20264626,None,d1c5c722-4eef-47b7-8384-fc83120b3973
118,Avatime_phase1,344,6.4892,0.19749,6.153633118,2.378054857,8.531687737,None,e3b787e3-349f-4a97-9202-0286fed11de9
119,Avatime_phase1,4090,6.4901,0.19749,6.494429588,3.422534943,9.916964531,None,f8ff20c4-7e04-401a-be00-84a391bd8a92
120,Avatime_phase1,8477,6.491,0.19749,7.675680161,3.918094873,11.5937748,None,6c14dec5-d1fb-43e5-b4b1-43dfdffd8ca1
121,Avatime_phase1,9648,6.4919,0.19749,7.875393867,2.983348608,10.85874271,None,b2bb4b76-d9ff-40fc-a210-f220dfc8c4f3
122,Avatime_phase1,16220,6.4928,0.19749,7.01167202,2.550364733,9.562036514,None,172573df-bd10-4c80-8965-429c3107b326
123,Avatime_phase1,17257,6.49369,0.19749,7.808426857,2.234922647,10.04334927,None,2a4d6473-7e24-48a3-832f-2088c8f7fa2d
124,Avatime_phase1,18853,6.49459,0.19749,11.86633492,1.915604472,13.78193951,None,b31186fd-d0d7-4f3c-9584-2f409c92c19d
125,Avatime_phase1,14627,6.49549,0.19749,10.74560165,2.190341949,12.9359436,None,ba670427-d1f2-48cf-bea6-e43a94cb7dcb
126,Avatime_phase1,14159,6.50537,0.19749,6.138667107,2.400201082,8.53886795,None,ac6322bc-0d2a-4dfe-838c-600ed8dd932a
127,Avatime_phase1,14206,6.50627,0.19749,6.17945528,2.435700893,8.615156174,None,aab224fa-f7b9-4eb2-9e4f-ad69e4858d90
128,Avatime_phase1,2893,6.50717,0.19749,6.367930889,3.531285763,9.899216652,None,ca3f08bb-5ed4-4a2a-a06a-a4a3bc82848f
129,Avatime_phase1,6336,6.50807,0.19749,6.635617733,3.442708492,10.07832623,None,1584b0c7-0b13-46fc-8b90-9de8dcdefc01
130,Avatime_phase1,7309,6.50897,0.19749,6.623188972,2.526378393,9.149567604,None,c7414272-6720-447e-b444-2c296f45493a
131,Avatime_phase1,5779,6.50986,0.19749,6.089686394,2.30224061,8.391926765,None,663c9336-154a-4b1b-8be6-23977d10e938
132,Avatime_phase1,17941,6.51076,0.19749,6.079105377,2.298427343,8.377532959,None,412eab5f-6c86-47e8-a757-429124704fc9
133,Avatime_phase1,971,6.51166,0.19749,6.090206146,2.300282717,8.390488625,None,3f02bb02-e725-4652-b9fd-9f8656154c34
134,Avatime_phase1,15714,6.51256,0.19749,6.233308792,2.300578117,8.533886909,None,567bf72c-29f7-42ca-898b-ab88e16d7433
135,Avatime_phase1,18387,6.51346,0.19749,6.085245132,2.258922815,8.344167709,None,6a8f00c2-0e29-4bb3-bb3a-ac408ba44a3a
136,Avatime_phase1,3628,6.51525,0.19749,6.079051971,2.298410416,8.377462387,None,1d37071a-575c-4fda-8413-9b0d91979f19
137,Avatime_phase1,14887,6.51615,0.19749,6.079051971,2.298410416,8.377462387,None,35385bb6-2c86-4c5d-80bb-5699c9d2fb41
138,Avatime_phase1,9957,6.51705,0.19749,6.079051971,2.298410416,8.377462387,None,4d1852f4-2bf9-4f06-8421-e8da6c838ab8
139,Avatime_phase1,11665,6.51795,0.19749,6.079051971,2.298410416,8.377462387,None,6a7a1dd0-6c6a-41a1-b820-44aa366c3f2e
140,Avatime_phase1,12646,6.51885,0.19749,6.079051971,2.298410416,8.377462387,None,fe3b55f3-c1ff-4fff-a056-1233e32b9bd5
141,Avatime_phase1,8888,6.52244,0.19749,6.084622383,2.296792746,8.381415367,None,e1e2533e-6fc0-437a-930f-db2b39afd096
142,Avatime_phase1,4581,6.52334,0.19749,6.182017326,2.279242516,8.461259842,None,b41029ab-9801-41ea-b14e-a4fc740edec4
143,Avatime_phase1,17374,6.52424,0.19749,6.155408859,2.301704645,8.457113266,None,b4febd9f-1c40-437b-a499-1821c6fd4248
144,Avatime_phase1,5766,6.52514,0.19749,7.21236515,2.684716225,9.897081375,None,1919d8f5-291c-4639-b63d-8b04a1ce3896
145,Avatime_phase1,12575,6.52603,0.19749,9.901704788,4.327874184,14.22957897,None,362549c7-ce74-4e1b-88b3-abe706eefad3
146,Avatime_phase1,9978,6.48112,0.19839,6.115494728,2.489919901,8.605414391,None,771163d7-07c5-4563-8f3a-80318cf03882
147,Avatime_phase1,6882,6.48202,0.19839,6.087615967,3.015197515,9.102813721,None,a0fd156f-9407-4eca-9d55-df20653d7e49
148,Avatime_phase1,6232,6.4901,0.19839,6.614768028,3.033149719,9.647917747,None,0ec8cf1c-1b51-4b82-be11-33ce6cfe542d
149,Avatime_phase1,9705,6.491,0.19839,7.514141083,3.418866873,10.93300819,None,2119de2d-e96f-4684-86f9-74abd8d5309f
150,Avatime_phase1,7288,6.4919,0.19839,7.110041618,2.78256011,9.892601967,None,9d954bf5-f383-40b7-9c00-8dceb93d9300
151,Avatime_phase1,8766,6.4928,0.19839,8.528001785,3.396094799,11.92409611,None,ca52b24c-d045-431f-a014-f69b501fb48a
152,Avatime_phase1,2575,6.49369,0.19839,9.571221352,2.940164328,12.51138592,None,a492ec4d-2571-465f-953f-ad0efb9efdfe
153,Avatime_phase1,19780,6.49459,0.19839,9.131006241,2.141226053,11.27223206,None,d5b4b75f-3aa5-4882-9242-f49372d94057
154,Avatime_phase1,8253,6.51166,0.19839,6.090498924,2.300479889,8.390978813,None,967cc75b-8f7c-4085-92c1-b90df33399db
155,Avatime_phase1,17455,6.51256,0.19839,6.274946213,2.32860446,8.603550911,None,6d7772da-7fa6-4cb9-9534-730feaf22979
156,Avatime_phase1,19155,6.51346,0.19839,6.151581287,2.3047328,8.456314087,None,08f49012-4c2d-4424-9807-16842885ec49
157,Avatime_phase1,9548,6.51436,0.19839,6.079413414,2.302512407,8.381925583,None,d9efa7b7-7bc5-49b7-8e14-a870ac63926a
158,Avatime_phase1,5344,6.51525,0.19839,6.07905817,2.298513889,8.37757206,None,3c829d41-e4df-4102-9e8b-4df3329b5ffd
159,Avatime_phase1,15586,6.51615,0.19839,6.079051971,2.298410416,8.377462387,None,8aae10ac-817d-4c44-a7ae-bc69d027e0d0
160,Avatime_phase1,8427,6.51705,0.19839,6.079051971,2.298410416,8.377462387,None,5753c79a-a5f8-4241-b44a-69d42511c3d8
161,Avatime_phase1,7232,6.51795,0.19839,6.079051971,2.298410416,8.377462387,None,e2ace29b-5fd2-41f8-a97b-9e4c452b33e9
162,Avatime_phase1,4655,6.51885,0.19839,6.079051971,2.298410416,8.377462387,None,b7e0f240-1fcb-4c7b-8bd6-400a16567a63
163,Avatime_phase1,6785,6.51975,0.19839,6.079051971,2.298410416,8.377462387,None,981b6f8c-6956-41ae-9ded-ff7c0d049892
164,Avatime_phase1,14826,6.52064,0.19839,6.079051971,2.298410416,8.377462387,None,ddd14c9f-edd2-4983-a664-af4c2aa48fb9
165,Avatime_phase1,11323,6.52424,0.19839,6.43589592,2.293657064,8.729553223,None,82b24b13-17b8-4fe0-9647-357ae2ccb11f
166,Avatime_phase1,3210,6.52514,0.19839,9.267727852,2.313617468,11.58134556,None,ff8012b8-4d35-4e46-ba7a-fa5bf9a95f50
167,Avatime_phase1,754,6.52603,0.19839,7.835428238,2.636420488,10.47184849,None,d51cb2fc-7f72-4c8f-a437-06738bc0ae29
168,Avatime_phase1,9541,6.52693,0.19839,10.33161259,2.858517647,13.19013023,None,4e652457-5763-4cfa-9898-cebcdb37dd38
169,Avatime_phase1,2757,6.52783,0.19839,9.668746948,4.126258373,13.79500484,None,eaf408f4-a9f8-46f5-a734-652e73228d60
170,Avatime_phase1,9927,6.48112,0.1993,6.730929375,3.087679148,9.818608284,None,27276301-d4d2-4eac-93a4-ac26cbfed826
171,Avatime_phase1,13099,6.48202,0.1993,7.691675663,4.923446178,12.61512184,None,0112a3f6-3c80-48a6-9f63-3908a1461663
172,Avatime_phase1,12194,6.48291,0.1993,6.3480196,2.840973854,9.188993454,None,dfc168e4-daf1-424f-9e63-7024e816cfb4
173,Avatime_phase1,12348,6.491,0.1993,6.191389084,2.345747709,8.537137032,None,9917a213-b3f1-4e0e-bef3-22998a88e671
174,Avatime_phase1,11820,6.4919,0.1993,6.13736248,2.314067841,8.451430321,None,bcd21f92-8591-46e5-9517-0c445ff178e4
175,Avatime_phase1,721,6.4928,0.1993,6.68324852,2.956990957,9.640239716,None,5bc0e122-27d7-40c5-8f4b-758104c8629e
176,Avatime_phase1,11033,6.49369,0.1993,7.843094826,3.589177847,11.43227291,None,c9fcb1b3-f962-49b9-90ec-9ee22550b6bc
177,Avatime_phase1,2944,6.49459,0.1993,7.592130184,2.30653429,9.898664474,None,ea4d4e89-47f1-4bb9-95e9-ed9c7cbd29ba
178,Avatime_phase1,17067,6.50717,0.1993,6.135035038,2.53920126,8.674236298,None,4b7ef505-2c31-464c-8c7e-2f9b013e2ebe
179,Avatime_phase1,2072,6.51076,0.1993,6.083179474,2.34890461,8.432084084,None,5ff6cdf6-ae40-4838-b99e-85ae03f39c24
180,Avatime_phase1,10839,6.51166,0.1993,6.098380089,2.340403795,8.438783646,None,6359fa2b-8c0e-4b87-8448-a011067277e0
181,Avatime_phase1,12524,6.51256,0.1993,6.09112072,2.307453394,8.398573875,None,8b72b303-bdc2-4472-a5bb-71a0e1db8583
182,Avatime_phase1,7609,6.51346,0.1993,6.083476067,2.3472054,8.430681229,None,431e14df-c746-4b2e-b4e1-b3510fad86b9
183,Avatime_phase1,13046,6.51436,0.1993,6.088563919,2.465203285,8.553767204,None,0b785a3e-e1aa-488f-bc4b-2fd7009c3751
184,Avatime_phase1,3932,6.51525,0.1993,6.079283237,2.302462101,8.381745338,None,ad885a8c-ad06-482a-8225-f1e4046c8894
185,Avatime_phase1,5689,6.51615,0.1993,6.079051971,2.298410416,8.377462387,None,0ec2849c-d400-4ed8-a32a-e37bc5a170c3
186,Avatime_phase1,954,6.51705,0.1993,6.079051971,2.298410416,8.377462387,None,9bd5f8ab-55ea-4fa8-8d71-e19aee28796a
187,Avatime_phase1,2246,6.51795,0.1993,6.079051971,2.298410416,8.377462387,None,cf2c1a23-5ddc-4b97-8cd8-3bdee0171b52
188,Avatime_phase1,17241,6.51885,0.1993,6.079051971,2.298410416,8.377462387,None,2ff34aca-f6d2-488a-afcb-9f91672ff5b1
189,Avatime_phase1,19079,6.51975,0.1993,6.079051971,2.298410416,8.377462387,None,bc49e6d4-0f77-41ff-9c55-539c02cbb5e1
190,Avatime_phase1,19910,6.52064,0.1993,6.079051971,2.298410416,8.377462387,None,4e3883ce-626c-4654-9926-ad4104955d72
191,Avatime_phase1,14861,6.52154,0.1993,6.079051971,2.298410416,8.377462387,None,07d44519-60a6-47d9-a8b1-ee729311d4ec
192,Avatime_phase1,7712,6.52334,0.1993,6.081195831,2.298265219,8.379461288,None,ebad19dc-b417-473f-aca9-d3cf6b314e6c
193,Avatime_phase1,19255,6.52424,0.1993,6.305815697,2.298374414,8.604189873,None,75ea7c2d-ad51-4228-a67d-6f4788697d89
194,Avatime_phase1,15272,6.52514,0.1993,8.35541153,2.298470259,10.65388203,None,20203c3e-101c-436f-abf7-08848b0bea8f
195,Avatime_phase1,6778,6.52603,0.1993,6.449471951,2.300349712,8.749821663,None,f2b7fa90-0128-4ef0-ba5b-2de8591bce64
196,Avatime_phase1,14985,6.52693,0.1993,6.262845516,2.326240063,8.589085579,None,ad64ee49-1c75-4cf0-a47c-eb1c7ee35cac
