global_plotid,projectid,nftid,latitude,longitude,offsets,emitted,ingress,soi_text,uuid
7675,Avatime_phase1,4073,6.87817,0.3983,6.31479454,3.05523181,9.370026588,None,4c85b1a3-21cb-4202-9381-5db2c44c4b2b
7676,Avatime_phase1,8744,6.90512,0.3983,6.175606728,2.959864616,9.135471344,None,84c3f31f-cae3-4591-88f7-7769b1e69acd
7677,Avatime_phase1,14865,6.90602,0.3983,6.800494194,2.773712158,9.574206352,None,d73c2611-2bb3-4af0-9d89-76a812bdc5c1
7678,Avatime_phase1,13409,6.9186,0.3983,6.299305916,2.403757811,8.703063965,None,e7856baf-b39e-411e-b30f-97d7a9aca9f3
7679,Avatime_phase1,15066,6.9195,0.3983,8.483597755,3.154620409,11.63821793,None,6b03be5b-f079-4de6-a341-1117539b04b1
7680,Avatime_phase1,10302,6.92039,0.3983,7.427106857,2.945018053,10.37212467,None,d9fee340-1f60-4675-985a-6048788d41bb
7681,Avatime_phase1,1776,6.92129,0.3983,7.12668705,3.640179634,10.76686668,None,c615cfd0-9b8b-439e-8981-4c40923870a6
7682,Avatime_phase1,6689,6.92219,0.3983,7.389575005,3.325923204,10.71549797,None,9e87be45-58ea-4f4e-9ef1-4e95a2e2aaa3
7683,Avatime_phase1,12063,6.92489,0.3983,6.093701363,2.238025904,8.331727028,None,2e232809-2262-441d-ba93-27dac5a541d4
7684,Avatime_phase1,17505,6.74792,0.3992,6.705379009,2.950782299,9.656161308,None,c0ebce1a-5839-4567-bfdb-79ebbfbfa440
7685,Avatime_phase1,19698,6.75151,0.3992,6.320836067,2.705652952,9.026489258,None,f78b4238-e851-4515-93fd-288deec017b7
7686,Avatime_phase1,7563,6.76409,0.3992,6.321751118,2.467139721,8.788890839,None,bfdbbb21-6c58-428e-8ac0-4e0cb130a093
7687,Avatime_phase1,6695,6.76499,0.3992,7.389863968,2.82472229,10.21458626,None,8f9f812a-1067-4a31-95d1-a5f32db673f9
7688,Avatime_phase1,3764,6.76588,0.3992,6.101518631,2.332894564,8.434412956,None,f649a519-e024-475a-a862-a51d4c1e7932
7689,Avatime_phase1,243,6.76768,0.3992,6.080541134,2.298684597,8.379225731,None,df5bbe51-0dcb-4476-a4de-761257ed3724
7690,Avatime_phase1,4268,6.77217,0.3992,6.474957466,3.373937368,9.848895073,None,931f2e1e-f71e-487e-84f6-8ed7237ff8d9
7691,Avatime_phase1,18031,6.77307,0.3992,7.531588078,4.783501148,12.31508923,None,ecb96725-8a35-4760-8c1c-f67c604fffe6
7692,Avatime_phase1,2131,6.77397,0.3992,6.850341797,3.78517437,10.63551617,None,3f1cf502-1fea-4f06-a9d0-d7656f026b7b
7693,Avatime_phase1,16636,6.77756,0.3992,6.169545174,2.193394899,8.362939835,None,e59cb391-1485-4971-acb0-9300732a6c2d
7694,Avatime_phase1,19732,6.77846,0.3992,6.928040028,2.26146841,9.189508438,None,9de6ac96-fd7f-49e0-9473-b09bfee8451e
7695,Avatime_phase1,10678,6.77936,0.3992,6.332470894,2.315820932,8.648291588,None,a06b2491-368d-49b1-a678-6bd84ca2de04
7696,Avatime_phase1,12733,6.78026,0.3992,6.319170952,3.622327089,9.941497803,None,6d7cfa22-6d13-42d3-910e-f5e0e71bb734
7697,Avatime_phase1,5890,6.78116,0.3992,6.56065464,5.164261818,11.72491646,None,04dbd882-badf-4ec3-820c-87021a0dee75
7698,Avatime_phase1,10490,6.78205,0.3992,7.543226719,4.213382244,11.75660896,None,02fd346d-7842-42ab-8374-55a587a41ac0
7699,Avatime_phase1,6160,6.78295,0.3992,6.728170872,2.765578747,9.493749619,None,7a99575f-c86c-425b-92d5-7987df71864b
7700,Avatime_phase1,9642,6.78385,0.3992,6.782126427,3.103625536,9.885751724,None,9143bf9d-3e42-4a1c-97e0-edc10019b832
7701,Avatime_phase1,6313,6.78475,0.3992,6.10921669,2.642743111,8.751959801,None,d1e820bb-9da5-434d-b56a-84f206e4ab7b
7702,Avatime_phase1,12946,6.78834,0.3992,6.079092979,2.298825026,8.377918243,None,049269e6-39f0-4343-99ad-d8475022cc93
7703,Avatime_phase1,336,6.78924,0.3992,6.083874702,2.311202049,8.395076752,None,107b583e-4d29-4469-8e53-4d587e5e47cc
7704,Avatime_phase1,6896,6.79014,0.3992,6.114492416,2.323196173,8.437688828,None,5ec86052-b2b1-4cbb-bfb4-d6541fafd425
7705,Avatime_phase1,17446,6.79104,0.3992,6.175365448,2.315822601,8.491188049,None,160d471a-1fd2-49c8-8091-6dbde7870787
7706,Avatime_phase1,19575,6.79194,0.3992,6.095329762,2.302092075,8.397421837,None,550b8c4f-a239-4906-8f7e-fd1335b79c26
7707,Avatime_phase1,3597,6.79283,0.3992,6.079075813,2.29841733,8.377492905,None,9de19233-eff8-4a84-8379-8b5ab163d279
7708,Avatime_phase1,14104,6.79373,0.3992,6.079051971,2.298410416,8.377462387,None,722665c5-cbb0-41bb-94ab-012f2a6266c6
7709,Avatime_phase1,16498,6.79463,0.3992,6.079107285,2.29846549,8.377573013,None,84c9dcba-e8bc-458b-976a-a38b87b1343b
7710,Avatime_phase1,18270,6.79553,0.3992,6.107897282,2.326620579,8.43451786,None,bdc02750-0a8c-45de-ae3b-5a5e79b3f572
7711,Avatime_phase1,16284,6.79643,0.3992,6.205962181,2.419597864,8.625559807,None,7ccb2c04-2851-4172-b1e9-889ce9e3d91f
7712,Avatime_phase1,1757,6.79732,0.3992,6.093307972,2.311111927,8.404419899,None,a1f53a83-41f4-40e7-b1c9-3ea3be6a87f6
7713,Avatime_phase1,13161,6.79822,0.3992,6.079184532,2.29851985,8.37770462,None,04cecfcc-fc93-4140-84c5-e70742fd6391
7714,Avatime_phase1,7116,6.79912,0.3992,6.079051971,2.298410416,8.377462387,None,61c2820e-ee11-43ce-8254-5a1de86bb049
7715,Avatime_phase1,15336,6.80002,0.3992,6.079606056,2.298685074,8.37829113,None,992e3bc5-1dfd-4edf-b95f-35baeeccb565
7716,Avatime_phase1,7987,6.80092,0.3992,6.084706306,2.301214457,8.385920525,None,74234240-418a-4dea-af6d-44a16707a26f
7717,Avatime_phase1,12640,6.80182,0.3992,6.080689907,2.299222469,8.379912376,None,d79dfd0e-b473-4959-954d-151c4b15a616
7718,Avatime_phase1,10707,6.80271,0.3992,6.079076767,2.298422813,8.37749958,None,f46fc36f-ef93-4a0c-b3e3-435d5c47a02b
7719,Avatime_phase1,827,6.80361,0.3992,6.079051971,2.298410416,8.377462387,None,6f659c9a-0828-49f1-a937-3f0dd8ded608
7720,Avatime_phase1,5849,6.80451,0.3992,6.079052448,2.298410892,8.377463341,None,f460ef97-2b20-449f-8893-1d5e9a000daf
7721,Avatime_phase1,17746,6.80541,0.3992,6.079179287,2.298734188,8.377913475,None,236da0de-1eda-4906-97fd-936ec0896f8a
7722,Avatime_phase1,10754,6.81349,0.3992,6.162923813,2.398379326,8.561303139,None,2a182764-3abd-40eb-abc1-b96bb075d826
7723,Avatime_phase1,5729,6.81619,0.3992,6.096354485,2.310722351,8.407076836,None,4a1bf4e8-e70d-457a-a23b-794920ff58e3
7724,Avatime_phase1,13018,6.81709,0.3992,6.334033012,2.557877541,8.891910553,None,71150195-4353-47e4-8cb2-8e90df192857
7725,Avatime_phase1,4147,6.81799,0.3992,6.21808815,2.526990175,8.745078087,None,33e50ce0-48e8-4de1-87b7-38c47b2f7521
7726,Avatime_phase1,19967,6.82607,0.3992,6.079051971,2.298410416,8.377462387,None,f9bb94c6-5890-4b0e-9f17-a023675e87f9
7727,Avatime_phase1,5803,6.82697,0.3992,6.079051971,2.298410416,8.377462387,None,dac914c2-aa82-4282-bcb2-ababaf106655
7728,Avatime_phase1,8313,6.82787,0.3992,6.079051971,2.298410416,8.377462387,None,a1d3d622-868f-4206-ac7e-4494bbbe0735
7729,Avatime_phase1,16994,6.83865,0.3992,6.114400864,2.972933531,9.087334633,None,cbbc6c01-2d5f-4bce-a4a9-9163e988aa90
7730,Avatime_phase1,5253,6.83955,0.3992,6.159440994,3.134726524,9.294167519,None,89173798-b7c0-411f-bdbf-3e4ef63d23ad
7731,Avatime_phase1,17307,6.84044,0.3992,6.08324337,2.348423958,8.431667328,None,7d071efa-bc0d-4d47-84df-25ca419562ec
7732,Avatime_phase1,14743,6.85033,0.3992,6.312056541,2.306174994,8.618231773,None,32f7a3bb-0848-4009-a61b-0b399ca14b1e
7733,Avatime_phase1,19926,6.87728,0.3992,9.648454666,4.454027653,14.10248184,None,b343f3c0-2014-41e7-ad07-130bfba711ed
7734,Avatime_phase1,16533,6.87817,0.3992,6.131603241,2.618703127,8.750306129,None,38293272-bfd7-43a5-98e8-41e92b0d6076
7735,Avatime_phase1,16893,6.90153,0.3992,6.256201744,2.517782211,8.773983955,None,26a7b426-668c-4d84-843e-0914d623ece9
7736,Avatime_phase1,17252,6.90243,0.3992,6.795171261,2.429253101,9.224424362,None,9abaab17-d74c-4b29-b8c4-1a576cf855ca
7737,Avatime_phase1,3837,6.90512,0.3992,6.840373993,2.902874231,9.743247986,None,e7a54163-bd5e-4457-94a2-2d25f372306b
7738,Avatime_phase1,10292,6.90602,0.3992,7.129563332,2.971147537,10.10071087,None,2effd553-46fb-4d52-8f7a-7a862387e3de
7739,Avatime_phase1,10053,6.92129,0.3992,6.33368063,3.05406332,9.38774395,None,9a23cdbf-a218-4153-9535-21f29241251f
7740,Avatime_phase1,4028,6.74971,0.4001,6.911982536,3.362220526,10.2742033,None,0dfe958c-dcab-47ce-aa87-c40c0b3d7219
7741,Avatime_phase1,1507,6.75061,0.4001,6.328569412,4.292268753,10.62083817,None,c6454128-8d74-4698-89f8-2086127d6f01
7742,Avatime_phase1,13556,6.76499,0.4001,6.715385437,2.46165061,9.177036285,None,b291c8dc-31b0-41b7-9859-2637279bd183
7743,Avatime_phase1,11388,6.76588,0.4001,6.13929224,2.311906338,8.451198578,None,8e773a60-3076-4e94-93bf-a2aaac9304b9
7744,Avatime_phase1,47,6.76678,0.4001,6.3810215,2.348631859,8.729653358,None,e483fdae-93b0-4ad2-8f80-9bb6768e1e8a
7745,Avatime_phase1,6077,6.76768,0.4001,6.119606018,2.294216394,8.413822174,None,c9e2dd22-b1c9-49a7-8d4d-382e83caf2af
7746,Avatime_phase1,7143,6.77756,0.4001,6.830480576,2.226877928,9.057358742,None,5d496f50-9eac-4d5c-aa1c-fedd9577a082
7747,Avatime_phase1,13076,6.77846,0.4001,6.877160549,2.426105976,9.303266525,None,b59b31d7-28aa-41e8-af4b-9af852977e1e
7748,Avatime_phase1,12503,6.77936,0.4001,6.859714985,2.795902729,9.655617714,None,c5def9d1-47e8-4542-ab5c-3a2d3c3043b8
7749,Avatime_phase1,13720,6.78026,0.4001,7.435641289,5.137346268,12.57298756,None,d2c264b4-2fa5-4361-a1b9-495916b56a7d
7750,Avatime_phase1,14369,6.78116,0.4001,6.256433964,5.808529377,12.06496334,None,6c35a3e2-b54f-4598-8138-d9e53b154af0
7751,Avatime_phase1,3449,6.78205,0.4001,6.273108482,3.256396055,9.529504776,None,1839bf2b-17a6-462b-9c42-0a034a7bea52
7752,Avatime_phase1,6761,6.78655,0.4001,6.099739075,2.235393286,8.335132599,None,c42f3670-ea97-4edb-a870-1190271c2dae
7753,Avatime_phase1,4639,6.78834,0.4001,6.085191727,2.307647467,8.392839432,None,64fbef57-52c5-4974-a676-d429e9948407
7754,Avatime_phase1,9217,6.78924,0.4001,6.21084404,2.513055563,8.723899841,None,eae5766f-d663-4f30-a75a-0683a3b7d1c7
7755,Avatime_phase1,7100,6.79014,0.4001,7.238883972,3.189428568,10.4283123,None,32c59ae2-c462-438d-81ef-297d5fb45440
7756,Avatime_phase1,16448,6.79104,0.4001,7.827998161,2.638834238,10.46683216,None,bcfd11f8-f59b-471a-a34b-e6a6df9ec871
7757,Avatime_phase1,18493,6.79194,0.4001,6.370041847,2.350087404,8.720129013,None,97e5b349-e6b2-4ea5-abf7-491ed0ee9f51
7758,Avatime_phase1,12282,6.79283,0.4001,6.079485893,2.298495293,8.377981186,None,576092d7-13cb-4a11-a332-254f65c6f2e1
7759,Avatime_phase1,6889,6.79373,0.4001,6.079051971,2.298410416,8.377462387,None,cba9a3ef-7232-4ce5-83b0-836e5203bfdc
7760,Avatime_phase1,17386,6.79463,0.4001,6.079052448,2.298410892,8.377463341,None,9762b7d8-4a20-4609-ad8a-41adfab0ba0f
7761,Avatime_phase1,12769,6.79553,0.4001,6.079256058,2.298613787,8.377869606,None,4b5f7338-9c70-4542-8593-e74f04fdc814
7762,Avatime_phase1,16408,6.79643,0.4001,6.079875469,2.299230099,8.379105568,None,cdaf4984-ab50-4a12-b690-c374ba48fea0
7763,Avatime_phase1,11808,6.79732,0.4001,6.07912159,2.29847908,8.37760067,None,ee266cd5-8687-40b4-add9-49e03047173e
7764,Avatime_phase1,15337,6.79822,0.4001,6.079052448,2.298410892,8.377463341,None,90ab5d7e-e360-470b-83f3-1de563652bae
7765,Avatime_phase1,9736,6.79912,0.4001,6.079051971,2.298410416,8.377462387,None,7e5fd525-c453-4f32-877a-cec11edd3333
7766,Avatime_phase1,5153,6.80002,0.4001,6.079051971,2.298410416,8.377462387,None,8b037249-f8bb-40cb-be69-8c00e7479521
7767,Avatime_phase1,4355,6.80092,0.4001,6.079051971,2.298410416,8.377462387,None,213f68cf-581f-4b8e-a9a8-391c9cbb96ca
7768,Avatime_phase1,10903,6.80182,0.4001,6.079051971,2.298410416,8.377462387,None,f1849f82-2445-40c4-8f2e-07a40495ac1e
7769,Avatime_phase1,11163,6.80271,0.4001,6.079051971,2.298410416,8.377462387,None,414ff29d-6b78-458e-8692-a60165e0532b
7770,Avatime_phase1,15404,6.80361,0.4001,6.079051971,2.298410416,8.377462387,None,77473478-e5ee-4183-94b4-44fcaf18e653
7771,Avatime_phase1,8436,6.80451,0.4001,6.07905674,2.298413277,8.377470016,None,0725d10b-034e-46e6-a364-fd585d4d0fd9
7772,Avatime_phase1,19482,6.80541,0.4001,6.080151558,2.299021482,8.379173279,None,3e3fcbde-64ff-4453-bf4b-1fff7983db27
7773,Avatime_phase1,16214,6.82248,0.4001,6.124166489,2.338236809,8.462403297,None,dd335084-dfc6-4efd-97b9-20aa55112be0
7774,Avatime_phase1,19882,6.82338,0.4001,6.080783844,2.299759865,8.380543709,None,196cf5e7-4784-4b4e-84bc-3cc7510cad11
7775,Avatime_phase1,2479,6.82427,0.4001,6.079051971,2.298410416,8.377462387,None,d2ec947e-5a9e-4f45-8a4f-6f9f33e4bf28
7776,Avatime_phase1,16531,6.82517,0.4001,6.079051971,2.298410416,8.377462387,None,2bb95d81-30ec-441a-99bd-3372be7abb6f
7777,Avatime_phase1,1007,6.82607,0.4001,6.079051971,2.298410416,8.377462387,None,79b08d2c-cc0d-4c43-8508-cc08f88ef0aa
7778,Avatime_phase1,2234,6.82697,0.4001,6.079051971,2.298410416,8.377462387,None,b94612e1-4ae0-49ed-ba9e-cef20ba1fa3b
7779,Avatime_phase1,6421,6.82787,0.4001,6.079051971,2.298410416,8.377462387,None,784a16e7-9fb2-4762-8aa8-18c268c6a8b4
7780,Avatime_phase1,1499,6.83056,0.4001,6.138620377,2.317174673,8.455795288,None,5e31087e-eb38-4790-9ecd-d273cb2972ad
7781,Avatime_phase1,14849,6.83146,0.4001,6.14395237,2.320587397,8.464539528,None,9441df8f-1b6f-42f2-a988-bcaacb475602
7782,Avatime_phase1,7469,6.83236,0.4001,6.079568863,2.298589468,8.378158569,None,a29d8601-b7f4-4e5f-ae6a-087f3131a891
7783,Avatime_phase1,6297,6.83326,0.4001,6.079051971,2.298410416,8.377462387,None,f29ebd41-ac2e-4cb8-b585-fee71cdf4b06
7784,Avatime_phase1,11089,6.83416,0.4001,6.079051971,2.298410654,8.377462387,None,24542767-dce4-4120-9de8-e56ddad50840
7785,Avatime_phase1,15024,6.84943,0.4001,7.767670631,2.972848654,10.74051952,None,c1fbe414-a235-4f8b-846e-287729b40d10
7786,Avatime_phase1,11040,6.85033,0.4001,7.622990131,2.389565945,10.01255608,None,28e2cef8-451f-4039-97cf-a49f47c7f830
7787,Avatime_phase1,2676,6.86021,0.4001,6.291272163,2.034049034,8.325321198,None,3cfc4698-da27-457f-8d1c-059ae48d4e3c
7788,Avatime_phase1,10982,6.87099,0.4001,6.167506695,2.263445377,8.430952072,None,9c8b72eb-a509-42bd-9c29-3d6ad3cf9a7b
7789,Avatime_phase1,3167,6.87458,0.4001,7.048512459,2.229971647,9.278484344,None,8467e24c-4bd6-4357-841f-5a6a5488eab8
7790,Avatime_phase1,2977,6.87728,0.4001,6.503154278,2.268407345,8.771561623,None,d4b50cfc-5e50-4144-8f0a-d2f13a900d39
7791,Avatime_phase1,3437,6.90153,0.4001,6.576188564,2.600290775,9.17647934,None,0b6281eb-0a4e-4fd9-a2a1-4c5b38dc0354
7792,Avatime_phase1,19471,6.90243,0.4001,6.832364082,2.610579729,9.442943573,None,bb792b6a-e98f-44ac-bdd8-3f727c3e64b2
7793,Avatime_phase1,1580,6.90333,0.4001,6.158923149,2.34017849,8.499101639,None,2fc32939-c016-4554-958b-cf2204e611ff
7794,Avatime_phase1,1186,6.90422,0.4001,6.085422516,2.314115286,8.39953804,None,5057a3ca-da77-4e20-8cc7-546c0b960e1c
7795,Avatime_phase1,11957,6.76588,0.40101,6.082526207,2.298126221,8.380652428,None,ada6e8d7-55c3-4bf5-9d4f-59dfbfe8d46a
7796,Avatime_phase1,7934,6.76678,0.40101,6.190808296,2.31756711,8.508375168,None,8a19bbba-d9ff-46a6-8bc2-ba1a8ee8e5da
7797,Avatime_phase1,13165,6.77397,0.40101,6.412406921,2.265252352,8.677659035,None,2410657d-3ae4-44e9-81df-aeac2485298c
7798,Avatime_phase1,19731,6.77756,0.40101,7.054810524,2.966454506,10.02126503,None,5a771e3a-4d8e-4693-8d81-a1db80bef42b
7799,Avatime_phase1,4745,6.77846,0.40101,6.616290092,2.458171606,9.074461937,None,c15f70db-2a37-483d-aef1-1a984d929602
7800,Avatime_phase1,16741,6.77936,0.40101,6.73734808,3.291162968,10.02851105,None,8d95a99e-88b5-45b4-a671-e84d2fffed5f
7801,Avatime_phase1,19737,6.78026,0.40101,6.682052612,4.530142784,11.2121954,None,94da18d2-75c3-4083-812e-fb2a8341aa75
7802,Avatime_phase1,18933,6.78116,0.40101,6.116250992,4.35125351,10.4675045,None,7505db63-7f70-47ce-bce8-0e80e27fbffe
7803,Avatime_phase1,3860,6.78205,0.40101,7.285888195,3.346735477,10.63262367,None,26c3ad31-fdeb-4829-a1a1-f897c646cc79
7804,Avatime_phase1,12152,6.78295,0.40101,6.816048622,4.065284729,10.88133335,None,26e2311e-7543-4b4d-9b10-7fa3470be754
7805,Avatime_phase1,11438,6.78565,0.40101,6.237545013,2.14479661,8.382341385,None,ecf6b734-969b-4817-85c8-5d84ed33c0db
7806,Avatime_phase1,15085,6.78655,0.40101,7.113628387,2.237705469,9.351333618,None,70f59d37-f905-4b1a-ae47-d317b4b9560d
7807,Avatime_phase1,17591,6.78744,0.40101,6.207745552,2.331746101,8.539491653,None,acdf599c-960d-4a4d-b353-0f898d0a41a0
7808,Avatime_phase1,11547,6.78834,0.40101,6.23379755,2.433205128,8.667002678,None,3e888bb4-770a-4c50-af6f-0ba05593864e
7809,Avatime_phase1,15199,6.78924,0.40101,6.140266895,2.366447926,8.506714821,None,f861db09-0859-4747-b83b-803667c3dcdd
7810,Avatime_phase1,857,6.79014,0.40101,6.773554802,2.879363775,9.652918816,None,8e703090-7c06-47bc-8cc7-80c08780b050
7811,Avatime_phase1,3054,6.79104,0.40101,6.460433006,2.394252539,8.854685783,None,3aa041ab-cd32-42db-b0ee-c7a4c583cfef
7812,Avatime_phase1,4678,6.79194,0.40101,6.130474091,2.301790237,8.432264328,None,59adb46d-1e38-4f01-89a3-8465844e2226
7813,Avatime_phase1,9241,6.79283,0.40101,6.079174042,2.298441172,8.377614975,None,8a0c7134-56b3-4a00-af27-3f616d0133ea
7814,Avatime_phase1,16170,6.79373,0.40101,6.079051971,2.298410416,8.377462387,None,116e733b-d2ab-4d98-8300-c86429dab64e
7815,Avatime_phase1,11656,6.79463,0.40101,6.079051971,2.298410416,8.377462387,None,7b70630f-146c-49f2-8ee5-b337685931e8
7816,Avatime_phase1,13284,6.79553,0.40101,6.079051971,2.298410416,8.377462387,None,190c9d80-76f8-4fa9-aff1-9b323a93d8f4
7817,Avatime_phase1,16437,6.79643,0.40101,6.079051971,2.298410416,8.377462387,None,2b13d66e-0f8a-4249-b34c-1b325efb5c15
7818,Avatime_phase1,536,6.79732,0.40101,6.079051971,2.298410416,8.377462387,None,ad2e47bd-0f87-4d83-a73c-880f0c3bd8f8
7819,Avatime_phase1,11122,6.79822,0.40101,6.079051971,2.298410416,8.377462387,None,f1a5d3dc-4dad-4ad6-8bcb-fa9062d6bf6d
7820,Avatime_phase1,17294,6.79912,0.40101,6.079051971,2.298410416,8.377462387,None,d83687e0-25fc-45f8-93e9-2870db9db6c9
7821,Avatime_phase1,3060,6.80002,0.40101,6.079051971,2.298410416,8.377462387,None,d31a2246-14a9-476b-b31b-63d12a174b4b
7822,Avatime_phase1,8217,6.80092,0.40101,6.079051971,2.298410416,8.377462387,None,2809fe4b-a885-41f9-8db7-5f5e0a5b7994
7823,Avatime_phase1,14541,6.80182,0.40101,6.079051971,2.298410416,8.377462387,None,02079711-432f-460d-a780-aa1ffe45ea91
7824,Avatime_phase1,5019,6.80271,0.40101,6.079051971,2.298410416,8.377462387,None,55b7aadc-7814-46b0-b4aa-d5a1d8ee16bb
7825,Avatime_phase1,1898,6.80361,0.40101,6.079051971,2.298410416,8.377462387,None,680665b6-bd14-4dd6-8e91-92f80d5c1f10
7826,Avatime_phase1,13550,6.80451,0.40101,6.079233646,2.298523426,8.377757072,None,4e0a687f-db17-47a7-8d44-c07af8a9658e
7827,Avatime_phase1,6612,6.80541,0.40101,6.124483109,2.324228048,8.448711395,None,fec78e28-07fa-4fdd-90b7-469505b6bee0
7828,Avatime_phase1,3981,6.80631,0.40101,7.271734715,2.827762127,10.09949684,None,6b49dad3-bcf7-4310-a613-4d2bfa985da3
7829,Avatime_phase1,19182,6.80721,0.40101,8.11138916,2.709646702,10.82103539,None,63ca984d-b12c-4abf-8dc5-3a3b190ef1f0
7830,Avatime_phase1,8248,6.8081,0.40101,6.510700226,2.415485382,8.926185608,None,5c4a7adc-de65-496e-b396-c35672a6140c
7831,Avatime_phase1,6288,6.81349,0.40101,6.085784435,2.328067303,8.413851738,None,36499190-e741-4ba1-962b-cd0746df86bb
7832,Avatime_phase1,9838,6.81439,0.40101,6.101149559,2.427668333,8.52881813,None,8b912a70-23ed-485b-b9fb-fe8b33ee15f6
7833,Avatime_phase1,11304,6.81529,0.40101,6.079821587,2.309509993,8.389331818,None,3b4fa20b-35e7-41f8-98e1-f8dd13c9e33e
7834,Avatime_phase1,6560,6.82158,0.40101,7.24034977,3.465298414,10.70564842,None,664bb937-f16a-44b3-b993-0eeef86e364a
7835,Avatime_phase1,19497,6.82248,0.40101,7.807271957,3.525131226,11.33240318,None,e01b9412-3027-4796-8f1f-ff86bcd655ed
7836,Avatime_phase1,1331,6.82338,0.40101,6.149101734,2.347609997,8.496711731,None,16a3edfe-2233-442c-b50c-39c158f3130f
7837,Avatime_phase1,19924,6.82787,0.40101,6.079051971,2.298410416,8.377462387,None,5ff486b6-dad5-4dbb-8531-9a56c87b3d77
7838,Avatime_phase1,3787,6.82877,0.40101,6.079051971,2.298410416,8.377462387,None,45c12170-3a59-4883-b69d-4a6c9e3bff40
7839,Avatime_phase1,15718,6.82966,0.40101,6.079075336,2.298418522,8.377493858,None,d307f386-53ec-480e-b6a3-e98526406aa6
7840,Avatime_phase1,2415,6.83056,0.40101,6.080012321,2.298745155,8.378757477,None,adb8fed1-190e-4bb4-8aef-5ebf7d1075ed
7841,Avatime_phase1,13947,6.83146,0.40101,6.07965517,2.298620701,8.378275871,None,ee5e09d1-e2e3-4543-8c59-256f175efaea
7842,Avatime_phase1,15720,6.83236,0.40101,6.079056263,2.298411846,8.377468109,None,751c356d-29c3-4272-9e02-ea53e3bebbeb
7843,Avatime_phase1,272,6.83326,0.40101,6.079051971,2.298410416,8.377462387,None,926925f0-c8d3-4de6-a07d-6674e650bb33
7844,Avatime_phase1,19968,6.83416,0.40101,6.079051971,2.298410416,8.377462387,None,4c0d4a6d-f0d5-48c2-999c-db87a43132a6
7845,Avatime_phase1,10565,6.83505,0.40101,6.079051971,2.298410416,8.377462387,None,a8270f51-4b3f-4e81-99cc-40d62b59d321
7846,Avatime_phase1,15091,6.83595,0.40101,6.079051971,2.298410416,8.377462387,None,fa315fc6-10ed-45cf-8e58-f3efe63b6218
7847,Avatime_phase1,17900,6.84404,0.40101,6.092510223,2.431270838,8.523780823,None,213f58ff-3ff8-4034-bbd4-2133b18e8037
7848,Avatime_phase1,6999,6.84853,0.40101,6.670806885,3.886319399,10.55712605,None,75846aca-5d14-4706-9044-82f9992591ad
7849,Avatime_phase1,3552,6.84943,0.40101,6.357278347,3.406527996,9.763806343,None,76ef6e77-3a91-4d18-9bab-531d9f6b143a
7850,Avatime_phase1,2647,6.85033,0.40101,8.349658012,2.598059416,10.94771767,None,afdbe1cf-a5ed-4c79-ba20-c84bc99e13ac
7851,Avatime_phase1,6076,6.85122,0.40101,7.020251751,2.839420795,9.859672546,None,f74e3b82-7984-407f-9c70-b51b807f58c4
7852,Avatime_phase1,18475,6.85212,0.40101,6.176099777,2.678027391,8.85412693,None,0aa56fbd-6c3d-4def-b822-f7fbe7207f3a
7853,Avatime_phase1,10225,6.85302,0.40101,6.547331333,3.397677898,9.945009232,None,85ad4901-4269-4fad-a4b5-a19afd88d21f
7854,Avatime_phase1,1159,6.85392,0.40101,6.6820364,3.887017012,10.56905365,None,c28bbfbb-3218-45b2-b292-d02933e8b01f
7855,Avatime_phase1,19684,6.85482,0.40101,6.66381073,2.086260796,8.750071526,None,f0dc8e20-1406-42e2-b16a-d7de1e1d388f
7856,Avatime_phase1,8687,6.85572,0.40101,6.089909554,2.212238073,8.302147865,None,376a2480-bcd4-47dd-bf38-e8ad1b98a768
7857,Avatime_phase1,19716,6.8629,0.40101,6.527477741,1.757798791,8.285276413,None,444a0376-6cb3-4987-ae09-44639fecd7ca
7858,Avatime_phase1,7082,6.8638,0.40101,12.51467133,1.586768627,14.10144043,None,bdd5a6ed-b753-4c8b-8fac-c3cde1fef8e7
7859,Avatime_phase1,7717,6.8647,0.40101,6.289063454,1.118935704,7.407999039,None,217935ba-e6b6-47fe-881a-4a3665ced4c7
7860,Avatime_phase1,15560,6.86829,0.40101,7.570894718,2.550816059,10.12171078,None,163b9913-935d-4ccf-a742-f97ff0ddefad
7861,Avatime_phase1,9012,6.86919,0.40101,8.204135895,3.553957939,11.75809383,None,aec67864-c5c2-4f50-92b3-e45e0530c6ac
7862,Avatime_phase1,13804,6.87009,0.40101,6.203539848,2.489619255,8.693159103,None,b1af4e53-c70c-4c12-8db7-057ae634532a
7863,Avatime_phase1,7811,6.87099,0.40101,7.799926758,2.802009344,10.60193634,None,1a323b0f-593b-48d4-a580-1e9560ba3cf1
7864,Avatime_phase1,9378,6.87189,0.40101,8.161266327,3.340452671,11.50171852,None,cb7bb823-769b-495d-8120-871154cf07a9
7865,Avatime_phase1,2573,6.87548,0.40101,6.392965794,2.287538052,8.680503845,None,8b264a14-6811-4cdf-8daf-6815768ddded
7866,Avatime_phase1,6524,6.87638,0.40101,6.444664001,1.579264402,8.023928642,None,f6fe5a41-f7f8-4077-84f4-8cb9d090f781
7867,Avatime_phase1,9303,6.87728,0.40101,6.939743042,2.225690126,9.16543293,None,bf4c46e6-c77d-405a-9c9f-61b4935dca03
